amie,nombre_ie,tipo,sostenimiento,provincia,canton,parroquia,lat,lon
14B00301,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ECUADOR AMAZONICO,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.303777796,-77.65941666
14B00300,CECIB DE EDUCACION BASICA RIO KANKAIM,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.346666634,-77.65802775
14B00299,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA MITIAP,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.060027792,-77.60722221
14B00298,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA CHINKIAMAI,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.105888901,-77.52022222
14B00297,CECIB DE EDUCACION BASICA CAPITAN MASHU,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.124055579,-77.72322222
14B00295,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA ELOY SAANT,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.398097636,-77.62273441
14B00294,CECIB DE EDUCACION BASICA NAYANTS,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.429388842,-77.65594447
14B00293,CECIB DE EDUCACION BASICA WISUM MANCHU MARASH,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.289361093,-77.68044448
14B00292,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA DOMINGO TINCH,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.246472217,-77.71422223
14B00291,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA JOAQUÍN NAJANDEY,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.11352776,-77.63988891
14B00290,CECIB DE EDUCACION BASICA MIGUEL TIMIAS,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.105555571,-77.69091668
14B00289,CECIB DE EDUCACION BASICA RIO KANK,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.157055508,-77.61358329
14B00288,"UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ""28 DE NOVIEMBRE""",MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.097527802,-77.64169442
14B00287,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA RAMÓN TIWI,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.180611149,-77.71694447
14B00286,CECIB DE EDUCACION BASICA JAIME ROLDOS AGUILERA,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.218805571,-77.67708329
14B00285,CECIB DE EDUCACION BASICA SANCHIM,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.210611119,-77.70980554
14B00283,CECIB DE EDUCACION BASICA JUAN UWIJINT,MATRIZ,FISCAL,MORONA SANTIAGO,MORONA,CUCHAENTZA,-2.229555568,-77.73605554
14B00281,CECIB DE EDUCACION BASICA 5 DE NOVIEMBRE,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.052722217,-77.71819442
14B00279,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA FRANCISCO DROWN,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.140861078,-77.72549997
14B00278,CECIB DE EDUCACION BASICA PRESIDENTE ALFARO,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.166611109,-77.6985278
14B00276,CECIB DE EDUCACION BASICA YAMPITS,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.645555562,-77.22658329
14B00275,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA KASHIJINT,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.471055518,-77.14566669
14B00274,CECIB DE EDUCACION BASICA PADRE DOMINGO,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.610166658,-77.18258334
14B00272,CECIB DE EDUCACION BASICA ANTUNISH,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.793777789,-77.28383332
14B00271,CECIB DE EDUCACION BASICA KATIRA,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.546055536,-77.19799996
14B00269,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE FISCOMISIONAL ACHUAR,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.546500028,-77.19608332
14B00267,CECIB DE EDUCACION BASICA RAMU,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.682555514,-77.31055555
14B00266,CECIB DE EDUCACION BASICA TANCHIM,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.616583297,-76.91394444
14B00264,CECIB DE EDUCACION BASICA RIO HUASAGA,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.603277751,-77.11630552
14B00263,UNIDAD EDUCATIVA TAKI,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.614972226,-77.02297218
14B00262,UNIDAD EDUCATIVA CHUJI,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.662916637,-77.11038889
14B00261,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE KAMIJIU,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.638388858,-77.12458336
14B00260,CECIB DE EDUCACION BASICA MASHUMPAR,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.598583313,-77.08880555
14B00259,CECIB DE EDUCACION BASICA KAITIAN,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.550694404,-77.08836109
14B00258,CECIB DE EDUCACION BASICA KAYANTSA,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.173888915,-77.36794441
14B00257,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA YANKUAM,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.260666679,-77.33227778
14B00255,CECIB DE EDUCACION BASICA YUU,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.632944466,-76.81616671
14B00254,CECIB DE EDUCACION BASICA UYUNKAR,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.695275337,-77.08820207
14B00253,CECIB DE EDUCACION BASICA CINCO DE AGOSTO,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.463694424,-77.04058334
14B00252,CECIB DE EDUCACION BASICA CHIKUISH,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.607372942,-76.93275467
14B00251,CECIB DE EDUCACION BASICA SHUNTA,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.322138844,-77.27499996
14B00249,UNIDAD EDUCATIVA MUKUINK,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.742555536,-77.37019444
14B00248,CECIB DE EDUCACION BASICA KUYACH,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,HUASAGA,-2.571111134,-76.80769441
14B00247,CECIB DE EDUCACION BASICA UJUKAM,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.696111133,-77.37874998
14B00246,CECIB DE EDUCACION BASICA PIRUCH,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.586250003,-77.21916671
14B00245,CECIB DE EDUCACION BASICA KAASAP,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.828138924,-77.36544444
14B00244,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SANTIAK,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.47566668,-77.33202782
14B00243,CECIB DE EDUCACION BASICA SAN PEDRO,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.405194417,-77.36580553
14B00242,UNIDAD COMUNITARIA INTERCULTURAL BILINGÜE TIWI,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.479222222,-77.20158333
14B00240,CECIB DE EDUCACION BASICA SAN PABLO JUWAU,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.720250026,-77.24286108
14B00239,CECIB DE EDUCACION BASICA MANTU,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.75473183,-77.15747815
14B00238,CECIB DE EDUCACION BASICA AIJ,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.640583308,-77.15891669
14B00236,CECIB DE EDUCACION BASICA RUMIÑAHUI,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-2.756222193,-77.22086111
14B00235,CECIB DE EDUCACION BASICA RAFAEL WAJAI,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.316333368,-77.40822222
14B00234,CECIB DE EDUCACION BASICA MARIA AUXILIADORA,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.319048406,-77.42593905
14B00233,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA YAMAINCH,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.323454334,-77.45519024
14B00232,CECIB DE EDUCACION BASICA SANTA TERESITA,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.293694401,-77.42994447
14B00231,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA SHAKAI,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.211138906,-77.57225002
14B00230,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA AMUNTAI,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.240111091,-77.45963887
14B00229,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA SAN ANTONIO,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.367382619,-77.42329169
14B00228,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE AYUMPUM,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.460611074,-77.45738886
14B00227,CECIB DE EDUCACION BASICA LOS ANGELES,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.392777773,-77.5098333
14B00226,CECIB DE EDUCACION BASICA ETSAKUA,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.438777743,-77.60519442
14B00225,CECIB DE EDUCACION BASICA SAN FRANCISCO,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.464250145,-77.60129606
14B00224,CECIB DE EDUCACION BASICA PURISIMA,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.368444487,-77.42252774
14B00223,"UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ""LOS ÁNGELES""",MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.392777773,-77.5098333
14B00222,CECIB DE EDUCACIÓN BÁSICA BILINGÜE ETSA,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.358083345,-77.52233333
14B00221,CECIB DE EDUCACION BASICA SAN RAMON,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.418250016,-77.42694448
14B00220,"UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ""NUNKUI""",MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.274527789,-77.46691666
14B00218,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA SUKU,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.517574526,-77.39288359
14B00217,CECIB DE EDUCACION BASICA YUWINTS,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.285646684,-77.60760688
14B00216,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA JUANK,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.517749958,-77.43147219
14B00215,CECIB DE EDUCACION BASICA JIMPIKIT,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.418250008,-77.44583335
14B00214,CECIB DE EDUCACION BASICA ARUTAM,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.352305555,-77.40841669
14B00213,CECIB DE EDUCACION BASICA TSAWANT,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.253388888,-77.40124998
14B00211,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA SHAKAIM,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.271972258,-77.36994448
14B00210,CECIB DE EDUCACION BASICA CHUJI,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,TAISHA,TAISHA,-2.382333341,-77.45716664
14B00207,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA BELÉN,MATRIZ,FISCAL,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMÓN,-3.276389952,-78.45030603
14B00205,"CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL ""SHIMPIUKAT""",MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMÓN,-3.312388896,-78.21997221
14B00203,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE FISCOMISIONAL SAN JOSÉ,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMÓN,-3.283362414,-78.23860454
14B00199,CECIB DE EDUCACION BASICA CHAPI,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.054388916,-77.87552777
14B00197,CECIB DE EDUCACION BASICA MATI,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.012222251,-77.8297222
14B00196,CECIB DE EDUCACION BASICA NANTAR,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.030194464,-77.92199997
14B00195,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE 27 DE NOVIEMBRE,MATRIZ,FISCAL,MORONA SANTIAGO,TAISHA,MACUMA,-2.003589359,-77.73618313
14B00194,CECIB DE EDUCACION BASICA 13 DE ABRIL,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.026099958,-78.01948465
14B00193,CECIB DE EDUCACION BASICA JAIME HURTADO GONZALES,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.008999979,-77.94127776
14B00192,CECIB DE EDUCACION BASICA PABLO SHAKAIM,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-1.982777765,-77.92388892
14B00191,CECIB DE EDUCACION BASICA ANTRIA,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.001388841,-77.88277782
14B00189,CECIB DE EDUCACION BASICA NAAKAM,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-1.984166636,-77.90194446
14B00188,CECIB DE EDUCACION BASICA ARUTAM,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-1.971666665,-77.86527773
14B00187,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE TOBIAS CELESTINO ZANIMBA GAVILANES,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.036138849,-77.9573333
14B00186,CECIB DE EDUCACION BASICA FRANCISCO PIZARRO,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.042777793,-78.04427774
14B00185,CECIB DE EDUCACION BASICA 22 DE MARZO,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.906041845,-77.87621016
14B00183,CECIB DE EDUCACION BASICA SOLDADO GERMAN PITIUR,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.059277729,-77.94555553
14B00182,CECIB DE EDUCACION BASICA MARISOL TII,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.023527768,-77.94974996
14B00181,CECIB DE EDUCACION BASICA NAWECH,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-1.985833331,-78.02361112
14B00180,CECIB DE EDUCACION BASICA JORGE DELGADO CABRERA,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.064444439,-77.98041663
14B00179,CECIB DE EDUCACION BASICA TSAWANT,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-1.980277784,-77.90972223
14B00178,CECIB DE EDUCACION BASICA JUANA OLIVA RIVERA,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.093444418,-78.01447221
14B00176,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ENTSA,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-1.967777774,-77.99805558
14B00175,CECIB DE EDUCACION BASICA TSUNKI,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-1.963333284,-77.8716667
14B00174,CECIB DE EDUCACION BASICA TUNA,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-1.951867353,-78.05189181
14B00173,CECIB DE EDUCACION BASICA ANANK CHINKIM DAYANA MILENA,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.012500017,-77.91805554
14B00172,CECIB DE EDUCACION BASICA 29 DE JUNIO,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.044444466,-77.98388886
14B00171,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE TUNTA,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-2.008170137,-77.93339948
14B00170,CECIB DE EDUCACIÓN BÁSICA TSEREMP,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.860754213,-77.8706861
14B00166,CECIB DE EDUCACIÓN BÁSICA UKUKUI,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.937472196,-77.91016663
14B00164,CECIB DE EDUCACION BASICA 30 DE MAYO,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.890777789,-77.97847224
14B00163,CECIB DE EDUCACION BASICA 19 DE JULIO,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.951944887,-77.9325894
14B00162,CECIB DE EDUCACION BASICA TANKAMASH,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.90551893,-77.87514718
14B00161,CECIB DE EDUCACIÓN BÁSICA NUWE,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.919006829,-77.93622564
14B00160,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SEGUNDO JEMPE,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.8784307,-77.91506343
14B00159,CECIB DE EDUCACIÓN BÁSICA SOR MARIA TRONCATTI,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.938888882,-77.86055558
14B00158,CECIB DE EDUCACION BASICA 25 DE MARZO,MATRIZ,FISCAL,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,-1.91969714,-77.90876071
14B00156,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE NUNKUI,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,SUCÚA,-2.509614644,-78.13774444
14B00154,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA JUAN XXIII,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,ASUNCIÓN,-2.492277745,-78.22091662
14B00153,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA PINCHUPÁ,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,ASUNCIÓN,-2.499805552,-78.29627777
14B00152,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA LEONOR BARZALLO,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,ASUNCIÓN,-2.498222249,-78.29972225
14B00151,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA AKACHU,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,ASUNCIÓN,-2.507916703,-78.27922222
14B00150,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA WAMPUTSRIK,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,ASUNCIÓN,-2.51352779,-78.20336108
14B00148,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA SURITIAK,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,ASUNCIÓN,-2.504326821,-78.17676291
14B00147,CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL VICENTE ROCAFUERTE,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SUCÚA,ASUNCIÓN,-2.520080821,-78.16764599
14B00144,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA DIONISIO CHIRIAP,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,SUCÚA,-2.43115788,-78.10863989
14B00141,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA VICENTE JINTIACH,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,SUCÚA,-2.487376493,-78.09162201
14B00139,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JACINTO COLLAGUAZO,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,SUCÚA,-2.438673069,-78.11689216
14B00138,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PADRE ALFREDO GERMANI,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,SUCÚA,-2.459700018,-78.1699893
14B00136,CECIB DE EDUCACIÓN BÁSICA LUIS NAJAR,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,SUCÚA,-2.435237289,-78.11497595
14B00135,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE VICENTE WAMPUTSAR,MATRIZ,FISCAL,MORONA SANTIAGO,SUCÚA,SUCÚA,-2.473914657,-78.12383522
14B00134,CECIB DE EDUCACIÓN BÁSICA DOS RIOS,MATRIZ,FISCAL,MORONA SANTIAGO,SANTIAGO,PATUCA,-2.799616264,-78.20156461
14B00133,CECIB DE EDUCACIÓN BÁSICA RIO PANIA,MATRIZ,FISCAL,MORONA SANTIAGO,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,-2.690999986,-78.21175004
14B00132,"CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL ""TAYUNTS""",MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,-2.705548858,-78.22343688
14B00130,CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL SAN JOSÉ,MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SANTIAGO,TAYUZA,-2.657130243,-78.26720877
14B00129,"CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL ""YURANK""",MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SANTIAGO,TAYUZA,-2.629278186,-78.28339055
14B00128,"CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL ""ETSA""",MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SANTIAGO,TAYUZA,-2.655920929,-78.28424019
14B00127,CECIB DE EDUCACIÓN BÁSICA YAA,MATRIZ,FISCAL,MORONA SANTIAGO,SANTIAGO,SAN FRANCISCO DE CHINIMBIMI,-2.661027732,-78.24347219
14B00126,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL BILINGÜE DE EDUCACIÓN BÁSICA WAMPUTSRIK,MATRIZ,FISCAL,MORONA SANTIAGO,SANTIAGO,TAYUZA,-2.639869093,-78.26682429
14B00125,CECIB DE EDUCACIÓN BÁSICA CHIRIAP,MATRIZ,FISCAL,MORONA SANTIAGO,SANTIAGO,PATUCA,-2.867986284,-78.23682887
14B00124,CECIB DE EDUCACIÓN BÁSICA CHARIP,MATRIZ,FISCAL,MORONA SANTIAGO,SANTIAGO,PATUCA,-2.897166645,-78.23911114
14B00122,CECIB DE EDUCACIÓN BÁSICA YUWIM,MATRIZ,FISCAL,MORONA SANTIAGO,SANTIAGO,PATUCA,-2.938944422,-78.23752781
14B00121,"CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL ""ETSA""",MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SANTIAGO,PATUCA,-2.73712602,-78.25236138
14B00120,"CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL ""YAKUANK""",MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SANTIAGO,PATUCA,-2.755248076,-78.21517197
14B00119,CECIB DE EDUCACIÓN BÁSICA PRINCESA TOA,MATRIZ,FISCAL,MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MÉNDEZ,-2.686527742,-78.31055559
14B00118,CECIB DE EDUCACIÓN BÁSICA KAYAP,MATRIZ,FISCAL,MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MÉNDEZ,-2.680777733,-78.31905559
14B00117,"CECIB DE EDUCACIÓN BÁSICA FISCOMISIONAL ""PAKESH""",MATRIZ,FISCOMISIONAL,MORONA SANTIAGO,SANTIAGO,SANTIAGO DE MÉNDEZ,-2.633958956,-78.35844466
